Nodes total,Nodes during each observation,Broken frames due to collision,Completed transmissions
99200,7,48,17
99300,7,44,25
99400,7,61,17
99500,7,55,20
99600,7,49,32
99700,7,52,22
99800,7,33,25
99900,7,58,18
100000,7,37,22
100100,7,41,29
100200,7,44,28
100300,7,37,28
100400,7,37,27
100500,7,46,23
100600,7,40,27
100700,7,46,21
100800,7,55,19
100900,7,43,24
101000,7,56,23
101100,7,59,18
101200,7,52,25
101300,7,49,26
101400,7,50,21
101500,7,40,30
101600,7,44,23
101700,7,42,18
101800,7,44,20
101900,7,35,16
102000,7,45,20
102100,7,55,21
102200,7,39,27
102300,7,53,23
102400,7,38,23
102500,7,33,30
102600,7,45,26
102700,7,40,28
102800,7,33,28
102900,7,45,25
103000,7,32,25
103100,7,57,17
103200,7,43,25
103300,7,45,26
103400,7,66,18
103500,7,46,22
103600,7,56,24
103700,7,40,22
103800,7,45,26
103900,7,51,29
104000,7,68,18
104100,7,42,23
104200,7,60,20
104300,7,65,18
104400,7,38,29
104500,7,36,18
104600,7,47,25
104700,7,53,24
104800,7,59,18
104900,7,49,20
105000,7,49,21
105100,7,53,23
105200,7,56,19
105300,7,57,18
105400,7,49,15
105500,7,35,29
105600,7,48,25
105700,7,66,17
105800,7,48,20
105900,7,44,26
106000,7,53,23
106100,7,43,25
106200,7,52,16
106300,7,42,23
106400,7,43,28
106500,7,55,21
106600,7,51,20
106700,7,43,24
106800,7,47,24
106900,7,41,24
107000,7,44,26
107100,7,48,21
107200,7,45,23
107300,7,66,20
107400,7,56,17
107500,7,65,21
107600,7,53,27
107700,7,47,25
107800,7,45,24
107900,7,49,21
108000,7,46,22
108100,7,42,25
108200,8,52,23
108300,8,56,19
108400,8,71,12
108500,8,53,23
108600,8,50,17
108700,8,55,21
108800,8,88,15
108900,8,70,24
109000,8,59,25
109100,8,56,23
109200,8,46,27
109300,8,44,25
109400,8,50,23
109500,8,58,24
109600,8,79,12
109700,8,53,21
109800,8,56,26
109900,8,53,26
110000,8,50,17
110100,8,51,23
110200,8,74,25
110300,8,49,21
110400,8,54,24
110500,8,57,21
110600,8,62,25
110700,8,56,22
110800,8,63,18
110900,8,68,18
111000,8,65,29
111100,8,60,23
111200,8,57,25
111300,8,58,28
111400,8,70,16
111500,8,59,25
111600,8,59,25
111700,8,51,25
111800,8,43,27
111900,8,45,23
112000,8,74,16
112100,8,60,25
112200,8,42,28
112300,8,43,25
112400,8,66,19
112500,8,68,21
112600,8,55,22
112700,8,57,25
112800,8,73,23
112900,8,74,22
113000,8,52,18
113100,8,65,21
113200,8,70,17
113300,8,52,20
113400,8,48,27
113500,8,46,25
113600,8,79,20
113700,8,65,17
113800,8,58,18
113900,8,52,17
114000,8,63,17
114100,8,67,19
114200,8,58,21
114300,8,33,30
114400,8,78,18
114500,8,58,21
114600,8,63,13
114700,8,56,22
114800,8,55,24
114900,8,52,25
115000,8,75,17
115100,8,57,27
115200,8,71,18
115300,8,53,23
115400,8,43,29
115500,8,66,23
115600,8,53,28
115700,8,56,25
115800,8,60,23
115900,8,55,19
116000,8,59,30
116100,8,66,18
116200,8,60,17
116300,8,56,25
116400,8,54,23
116500,8,65,20
116600,8,60,29
116700,8,69,20
116800,8,66,17
116900,8,72,23
117000,8,45,22
117100,8,67,25
117200,8,59,25
117300,8,56,24
117400,8,74,21
117500,8,62,21
117600,8,67,18
117700,8,50,19
117800,8,44,30
117900,8,42,24
118000,8,67,16
118100,8,45,26
118200,8,62,25
118300,8,52,18
118400,8,58,21
118500,8,43,20
118600,8,69,20
118700,8,68,17
118800,8,64,18
118900,8,58,25
119000,8,60,18
119100,8,70,24
119200,8,61,20
119300,8,63,22
119400,8,60,24
119500,8,54,23
119600,8,55,30
119700,8,68,22
119800,8,59,24
119900,8,67,22
120000,8,58,22
120100,8,74,16
120200,8,47,21
120300,8,53,27
120400,8,60,25
120500,8,39,27
120600,8,67,20
120700,8,59,18
120800,8,69,27
120900,8,52,23
121000,8,63,17
121100,8,82,16
121200,8,47,21
121300,8,59,25
121400,8,61,19
121500,8,62,24
121600,8,52,26
121700,8,54,25
121800,8,61,18
121900,8,71,23
122000,8,52,27
122100,8,57,24
122200,8,60,25
122300,8,65,22
122400,8,58,21
122500,8,72,20
122600,9,64,18
122700,9,69,18
122800,9,74,23
122900,9,68,20
123000,9,81,24
123100,9,75,20
123200,9,65,18
123300,9,81,21
123400,9,86,14
123500,9,63,22
123600,9,56,23
123700,9,81,25
123800,9,65,25
123900,9,68,19
124000,9,70,18
124100,9,58,24
124200,9,74,20
124300,9,97,15
124400,9,68,17
124500,9,82,16
124600,9,85,20
124700,9,82,19
124800,9,61,20
124900,9,49,25
125000,9,74,21
125100,9,50,31
125200,9,71,23
125300,9,70,23
125400,9,81,23
125500,9,86,14
125600,9,65,22
125700,9,77,23
125800,9,69,19
125900,9,60,26
126000,9,72,23
126100,9,71,23
126200,9,81,18
126300,9,65,25
126400,9,77,19
126500,9,62,21
126600,9,76,20
126700,9,63,22
126800,9,65,28
126900,9,76,18
127000,9,77,20
127100,9,78,18
127200,9,67,21
127300,9,80,17
127400,9,67,26
127500,9,74,16
127600,9,68,20
127700,9,75,20
127800,9,70,19
127900,9,69,21
128000,9,69,21
128100,9,62,24
128200,9,69,19
128300,9,69,22
128400,9,74,19
128500,9,73,16
128600,9,62,21
128700,9,84,19
128800,9,61,27
128900,9,73,17
129000,9,76,25
129100,9,59,18
129200,9,71,22
129300,9,81,18
129400,9,65,19
129500,9,75,20
129600,9,78,16
129700,9,55,29
129800,9,83,14
129900,9,64,20
130000,9,73,19
130100,9,60,21
130200,9,94,14
130300,9,85,24
130400,9,69,19
130500,9,76,21
130600,9,56,23
130700,9,70,21
130800,9,73,23
130900,9,93,15
131000,9,71,22
131100,9,67,18
131200,9,66,28
131300,9,65,20
131400,9,74,24
131500,9,65,18
131600,9,65,26
131700,9,89,18
131800,9,62,27
131900,9,90,7
132000,9,69,24
132100,9,61,24
132200,9,71,19
132300,9,69,16
132400,9,74,23
132500,9,69,22
132600,9,72,23
132700,9,66,21
132800,9,74,15
132900,9,72,21
133000,9,87,14
133100,9,70,20
133200,9,64,18
133300,9,77,23
133400,9,55,23
133500,9,54,20
133600,9,53,23
133700,9,79,17
133800,9,51,20
133900,9,74,17
134000,9,73,20
134100,9,68,24
134200,9,62,20
134300,9,63,21
134400,9,65,22
134500,9,71,19
134600,9,68,24
134700,9,75,16
134800,9,99,21
134900,9,79,21
135000,9,51,22
135100,9,90,18
135200,9,73,22
135300,9,70,14
135400,9,76,23
135500,9,73,25
135600,9,58,21
135700,9,68,20
135800,9,69,23
135900,9,67,19
136000,9,74,26
136100,9,66,23
136200,9,72,22
136300,9,67,20
136400,9,67,18
136500,9,63,17
136600,9,76,19
136700,9,76,23
136800,9,68,24
136900,9,74,18
137000,10,92,14
137100,10,77,21
137200,10,79,17
137300,10,80,16
137400,10,91,21
137500,10,75,22
137600,10,73,25
137700,10,82,19
137800,10,85,22
137900,10,67,19
138000,10,73,20
138100,10,105,14
138200,10,93,16
138300,10,86,18
138400,10,73,19
138500,10,64,26
138600,10,64,20
138700,10,79,19
138800,10,58,26
138900,10,78,21
139000,10,79,16
139100,10,69,16
139200,10,86,20
139300,10,86,24
139400,10,78,18
139500,10,86,15
139600,10,79,29
139700,10,77,20
139800,10,86,19
139900,10,91,20
140000,10,84,17
140100,10,88,22
140200,10,89,15
140300,10,62,22
140400,10,85,19
140500,10,84,18
140600,10,88,21
140700,10,82,22
140800,10,88,17
140900,10,74,21
141000,10,69,27
141100,10,73,15
141200,10,83,13
141300,10,93,20
141400,10,88,16
141500,10,106,19
141600,10,72,21
141700,10,93,18
141800,10,98,19
141900,10,89,17
142000,10,71,27
142100,10,101,16
142200,10,77,20
142300,10,85,19
142400,10,112,15
142500,10,77,22
142600,10,110,14
142700,10,78,22
142800,10,96,13
142900,10,96,17
143000,10,77,17
143100,10,85,18
143200,10,92,16
143300,10,59,28
