Nodes total,Nodes during each observation,Broken frames due to collision,Completed transmissions
1248000,25.25,610,5
1249000,25.25,614,11
1250000,25.28,610,6
1251000,25.19,662,6
1252000,25.25,666,5
1253000,25.38,651,6
1254000,25.47,615,10
1255000,25.37,627,4
1256000,25.43,656,12
1257000,25.4,647,3
1258000,25.48,652,7
1259000,25.47,641,9
1260000,25.34,575,9
1261000,25.45,633,6
1262000,25.6,617,7
1263000,25.4,639,9
1264000,25.28,671,5
1265000,25.79,632,7
1266000,25.59,644,5
1267000,25.52,630,6
1268000,25.65,647,8
1269000,25.41,638,5
1270000,25.63,691,8
1271000,25.68,672,8
1272000,25.63,682,7
1273000,25.75,649,8
1274000,25.51,595,10
1275000,25.63,618,8
1276000,25.74,614,12
1277000,25.92,668,5
1278000,25.86,642,3
1279000,25.73,629,6
1280000,26.07,670,14
1281000,25.9,668,10
1282000,25.9,699,8
1283000,25.89,635,7
1284000,26.08,677,2
1285000,26,638,10
1286000,26.02,658,8
1287000,26.14,659,5
1288000,25.95,640,11
1289000,26.18,685,11
1290000,26.13,686,10
1291000,25.98,664,13
1292000,26.22,666,7
1293000,26.09,634,9
1294000,26.15,621,13
1295000,26.17,655,10
1296000,26.22,669,4
1297000,26.24,637,9
1298000,26.24,676,6
1299000,26.48,672,5
1300000,26.32,668,4
1301000,26.11,650,6
1302000,26.42,651,6
1303000,26.3,649,7
1304000,26.31,642,8
1305000,26.33,686,10
1306000,26.37,664,6
1307000,26.39,674,6
1308000,26.44,647,7
1309000,26.52,644,5
1310000,26.43,631,4
1311000,26.48,661,9
1312000,26.64,655,6
1313000,26.52,676,8
1314000,26.54,702,9
1315000,26.62,677,8
1316000,26.52,678,9
1317000,26.76,703,7
1318000,26.62,670,7
1319000,26.74,649,9
1320000,26.77,652,14
1321000,26.8,637,8
1322000,26.64,648,7
1323000,26.61,642,10
