Nodes total,Nodes during each observation,Broken frames due to collision,Completed transmissions
1412000,98,1007,0
1413000,98,954,0
1414000,98,1010,0
1415000,98,971,0
1416000,98,992,0
1417000,98,1046,0
1418000,98,1008,0
1419000,99,991,0
1420000,99,1010,0
1421000,99,963,0
1422000,99,968,0
1423000,99,994,0
1424000,99,988,0
1425000,99,989,0
1426000,99,976,0
1427000,99,1010,0
1428000,99,955,0
1429000,99,984,0
1430000,99,958,0
1431000,99,979,0
1432000,99,988,0
1433000,100,968,0
1434000,100,991,0
1435000,100,1039,0
1436000,100,1011,0
1437000,100,1007,0
1438000,100,1009,0
1439000,100,1050,0
1440000,100,1006,0
1441000,100,980,0
1442000,100,1023,0
1443000,100,991,0
1444000,100,1024,0
1445000,100,1066,0
1446000,100,1006,0
1447000,100,1032,0
1448000,101,1041,0
1449000,101,1021,0
1450000,101,1058,0
1451000,101,964,0
1452000,101,986,0
1453000,101,1026,0
1454000,101,1023,0
1455000,101,1039,0
1456000,101,977,0
1457000,101,1024,0
1458000,101,1005,0
1459000,101,1067,0
1460000,101,995,0
1461000,101,1003,0
1462000,102,992,0
1463000,102,1066,0
1464000,102,1031,0
1465000,102,1011,0
1466000,102,993,0
1467000,102,1006,0
1468000,102,1035,0
1469000,102,1045,0
1470000,102,1046,0
1471000,102,1071,0
1472000,102,1056,0
1473000,102,1078,0
1474000,102,1019,0
1475000,102,1020,0
1476000,102,1053,0
1477000,103,1001,0
1478000,103,1056,0
